type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-80,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,460849,0,212,0,0,0.85575,128,[-44 64 13 0 2 3 8 6 18 12 15 6 19 2 17 3 21 3 22 -4 14 2 24 3 29 3 33 6 28 4 33 8 27 10 31 9 21 10 24 13 21 13 21 18 20 18 17 17 11 19 10 25 5 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -25 10 -23 13 -20 2 -23 4 -19 8 -21 11 -19 14 -17 16 -14 14 -13 14 -9 16 -10 20 -8 15 -7 20 -8 22 -2 22 -9 24 -6 25 -6 19 -7 16 -7 17 -6 18 -3 12 -7 15 3 10 4 12 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-81,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,527518,0,212,0,0,0.919308,128,[-44 64 13 0 -14 0 -16 -7 -22 3 -18 2 -13 2 -19 8 -15 9 -19 12 -16 6 -19 22 -31 14 -22 11 -24 12 -23 18 -25 15 -25 16 -27 11 -27 12 -26 9 -25 7 -27 7 -25 2 -24 -1 -22 -4 -22 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 -20 24 -12 20 -16 20 -7 15 -15 17 -10 13 -10 13 -14 9 -14 12 -17 -1 -19 2 -22 5 -16 0 -25 -2 -16 -8 -22 -4 -24 -6 -21 -6 -23 -5 -19 1 -20 2 -23 -5 -16 -6 -12 -6 -11 -9 -10 ]
CSI_DATA,PASSIVE,18:DE:50:73:15:28,-65,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,1541405,0,163,0,0,1.9329,256,[-93 48 10 0 10 18 12 19 13 18 13 18 14 18 14 17 14 16 14 17 13 17 15 16 16 16 16 16 17 17 16 17 16 17 16 16 14 17 14 17 13 17 13 17 12 17 12 17 10 18 10 18 9 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 11 7 12 6 12 6 13 6 13 5 13 6 14 6 16 5 16 6 17 6 17 5 17 5 18 5 19 6 20 6 19 6 19 5 19 8 18 7 19 8 18 6 19 8 19 9 18 10 20 9 20 ]
CSI_DATA,PASSIVE,34:5D:9E:E8:76:70,-53,11,1,7,0,1,1,1,1,0,0,-96,1,6,0,1613708,0,163,0,0,2.00528,384,[-93 48 10 0 -27 24 -26 23 -26 22 -25 22 -24 20 -23 18 -21 17 -20 15 -18 14 -17 12 -15 10 -13 8 -12 6 -9 4 -7 3 -5 2 -3 2 -1 2 0 1 1 2 2 2 3 3 3 5 2 6 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 7 -8 7 -8 6 -9 6 -10 6 -11 7 -12 8 -14 8 -15 9 -16 9 -17 10 -19 11 -20 12 -22 13 -24 13 -24 13 -25 14 -26 15 -26 16 -26 17 -27 19 -27 20 -27 21 -27 22 -27 23 -27 23 ]
CSI_DATA,PASSIVE,18:DE:50:73:15:28,-64,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,1847330,0,94,0,0,2.23881,256,[94 -32 5 0 21 -19 20 -21 19 -22 18 -21 18 -23 18 -24 18 -24 17 -24 17 -24 16 -25 15 -27 15 -27 15 -27 17 -27 16 -26 15 -25 17 -25 17 -24 17 -24 17 -23 17 -22 16 -22 18 -21 18 -19 20 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -12 13 -11 15 -10 15 -10 16 -10 17 -10 17 -10 18 -11 18 -11 19 -10 20 -11 21 -10 22 -12 22 -11 22 -11 22 -12 22 -12 23 -13 22 -14 22 -13 22 -15 22 -15 21 -17 21 -17 22 -17 22 -17 ]
CSI_DATA,PASSIVE,18:DE:50:73:15:28,-64,11,1,7,0,0,1,0,0,0,1,-96,0,6,0,2221064,0,254,0,0,2.61255,256,[-2 -32 15 0 -18 -18 -18 -18 -18 -18 -19 -17 -21 -17 -21 -17 -21 -16 -22 -17 -22 -15 -23 -15 -23 -13 -25 -13 -24 -14 -24 -15 -23 -14 -24 -14 -23 -15 -22 -14 -21 -16 -21 -17 -22 -16 -21 -15 -19 -15 -19 -16 -17 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -12 -9 -13 -8 -14 -8 -15 -7 -15 -8 -15 -8 -16 -8 -17 -7 -18 -9 -19 -8 -19 -9 -20 -8 -20 -9 -21 -9 -20 -9 -22 -10 -21 -10 -21 -11 -20 -10 -20 -12 -21 -12 -20 -12 -21 -15 -18 -16 -19 -14 -22 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-82,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,3462542,0,212,0,0,3.85428,128,[-44 64 13 0 10 2 13 2 23 -3 13 2 23 -3 18 -3 24 -12 17 -5 23 2 26 -15 37 -14 35 -14 33 -18 35 -11 27 -8 27 -10 33 -14 32 -6 24 -4 28 -5 24 -1 28 0 28 5 22 8 26 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 -22 -19 -18 -15 -21 -12 -20 -11 -17 -14 -11 -8 -11 -10 -5 -15 -15 -11 3 -6 -2 -19 3 -16 3 -9 12 -4 15 -13 7 -13 18 -5 15 -7 15 -11 12 -8 12 -6 8 -8 8 -3 4 1 6 -10 7 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-82,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,3497176,0,212,0,0,3.88894,128,[-44 64 13 0 -7 7 2 18 3 23 -5 22 8 29 5 26 9 32 9 29 17 17 14 26 18 33 14 30 18 31 16 26 10 28 17 30 8 36 11 29 5 32 4 30 -2 30 -7 29 -6 28 -12 25 -17 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 -22 17 -22 21 -23 19 -20 13 -23 7 -14 12 -17 6 -15 3 -19 3 -14 -2 -8 -4 -13 -12 -8 -14 -13 -6 -8 -13 -12 -12 -12 -15 -8 -12 -12 -16 -6 -12 -14 -11 -9 -18 
